OrigOrder,PriorityOrder,Airport_Code,Airport Name,City,State_Code,Latitude,Longitude,Elevation_FT,Tower Freq,Runway,RwyHdg,TDZE,VasiGS,VasiBoxLat,VasiBoxLong,NwLat,NwLong,NeLat,NeLong,SwLat,SwLong,SeLat,SeLong,CenterLat,CenterLong
9667,,BIS,BISMARCK MUNI,BISMARCK,ND,46.772722,-100.74575,1661,118.3,3,39,1661,3,46.774344,-100.734571,46.776755,-100.731985,46.776583,-100.731677,46.762705,-100.748566,46.762529,-100.748259,46.769643,-100.7401218
9667,,BIS,BISMARCK MUNI,BISMARCK,ND,46.772722,-100.74575,1661,118.3,21,219,1661,3,46.76451,-100.746179,46.776755,-100.731985,46.776583,-100.731677,46.762705,-100.748566,46.762529,-100.748259,46.769643,-100.7401218
10530,,D09,BOTTINEAU MUNI,BOTTINEAU,ND,48.830528,-100.41731,1675,122.8,13,135,1675,3,48.832152,-100.419757,48.833358,-100.421755,48.833475,48.833475,48.826179,-100.410924,48.826291,-100.410746,48.82982575,-63.1024875
10530,,D09,BOTTINEAU MUNI,BOTTINEAU,ND,48.830528,-100.41731,1675,122.8,31,315,1675,3,48.827349,-100.412511,48.833358,-100.421755,48.833475,48.833475,48.826179,-100.410924,48.826291,-100.410746,48.82982575,-63.1024875
12474,,K74,HAMRY FIELD,KINDRED,ND,46.65,-97.01,947,122.9,11,118,947,3,46.649863,-97.002082,46.650788,-97.00486,46.650933,-97.004751,46.646528,-96.993271,46.646672,-96.993157,46.64873025,-96.99900975
12474,,K74,HAMRY FIELD,KINDRED,ND,46.65,-97.01,947,122.9,29,298,947,3,46.647607,-96.995953,46.650788,-97.00486,46.650933,-97.004751,46.646528,-96.993271,46.646672,-96.993157,46.64873025,-96.99900975
13910,,MOT,MINOT INTL,MINOT,ND,48.257639,-101.27803,1716,118.2,13,138,1702,3,48.263199,-101.286013,48.265116,-101.28898,48.265391,-101.288521,48.249318,-101.267969,48.24959,-101.267511,48.25735375,-101.2782453
13910,,MOT,MINOT INTL,MINOT,ND,48.257639,-101.27803,1716,118.2,31,318,1673,3,NA,NA,48.265116,-101.28898,48.265391,-101.288521,48.249318,-101.267969,48.24959,-101.267511,48.25735375,-101.2782453
13910,,MOT,MINOT INTL,MINOT,ND,48.257639,-101.27803,1716,118.2,8,90,1712,3,48.258032,-101.284937,48.258109,-101.264741,48.257837,-101.264749,48.258177,-101.289153,48.25791,-101.289156,48.25800825,-101.2769498
13910,,MOT,MINOT INTL,MINOT,ND,48.257639,-101.27803,1716,118.2,26,270,1682,3,48.257975,-101.26838,48.258109,-101.264741,48.257837,-101.264749,48.258177,-101.289153,48.25791,-101.289156,48.25800825,-101.2769498
12340,,IWA,WILLIAMS AFB,CHANDLER,AZ,33.31,-111.65667,1385,,30L,316,1374,3,33.299688,-111.651872,33.317522,-111.673041,33.317812,-111.672692,33.297116,-111.64921,33.297406,-111.648866,33.307464,-111.6609523
12340,,IWA,WILLIAMS AFB,CHANDLER,AZ,33.31,-111.65667,1385,,12R,136,1349,3,33.315522,-111.670367,33.317522,-111.673041,33.317812,-111.672692,33.297116,-111.64921,33.297406,-111.648866,33.307464,-111.6609523
12340,,IWA,WILLIAMS AFB,CHANDLER,AZ,33.31,-111.65667,1385,,30C,316,1380,3,33.299553,-111.64484,33.317466,-111.666091,33.317756,-111.665747,33.297453,-111.642728,33.297736,-111.642377,33.30760275,-111.6542358
12340,,IWA,WILLIAMS AFB,CHANDLER,AZ,33.31,-111.65667,1385,,12C,136,1358,3,33.315865,-111.663884,33.317466,-111.666091,33.317756,-111.665747,33.297453,-111.642728,33.297736,-111.642377,33.30760275,-111.6542358
12340,,IWA,WILLIAMS AFB,CHANDLER,AZ,33.31,-111.65667,1385,,30R,316,1385,3,33.302278,-111.643438,33.317443,-111.661483,33.317726,-111.661135,33.299197,-111.640175,33.299479,-111.639835,33.30846125,-111.650657
12340,,IWA,WILLIAMS AFB,CHANDLER,AZ,33.31,-111.65667,1385,,12L,136,1385,3,33.314962,-111.65824,33.317443,-111.661483,33.317726,-111.661135,33.299197,-111.640175,33.299479,-111.639835,33.30846125,-111.650657
9494,,AVQ,MARANA WEST REGIONAL,AVER VALLEY,AZ,32.41,-111.22,2025,123,30,315,2025,3,32.405675,-111.212296,32.417574,-111.226313,32.417765,-111.226096,32.404054,-111.21063,32.404237,-111.210409,32.4109075,-111.218362
9494,,AVQ,MARANA WEST REGIONAL,AVER VALLEY,AZ,32.41,-111.22,2025,123,12,135,2022,3,32.416132,-111.224419,32.417574,-111.226313,32.417765,-111.226096,32.404054,-111.21063,32.404237,-111.210409,32.4109075,-111.218362
9494,,AVQ,MARANA WEST REGIONAL,AVER VALLEY,AZ,32.41,-111.22,2025,123,21,225,2026,3,32.409395,-111.215735,32.40446,-111.221812,32.411006,-111.213968,32.404324,-111.221654,32.410872,-111.21381,32.4076655,-111.217811
9494,,AVQ,MARANA WEST REGIONAL,AVER VALLEY,AZ,32.41,-111.22,2025,123,3,45,2026,3,32.406281,-111.219467,32.40446,-111.221812,32.411006,-111.213968,32.404324,-111.221654,32.410872,-111.21381,32.4076655,-111.217811
10065,,CGZ,CASA GRANDE MUNI,CASA GRANDE,AZ,32.955,-111.76667,1462,122.7,5,60,1458,3,32.952369,-111.772012,32.951442,-111.774234,32.958595,-111.759581,32.951204,-111.774076,32.958357,-111.759413,32.9548995,-111.766826
10065,,CGZ,CASA GRANDE MUNI,CASA GRANDE,AZ,32.955,-111.76667,1462,122.7,23,240,1462,3,32.957425,-111.761656,32.951442,-111.774234,32.958595,-111.759581,32.951204,-111.774076,32.958357,-111.759413,32.9548995,-111.766826
10068,,CHD,CHANDLER MUNICIPAL,CHANDLER,AZ,33.27,-111.81,1242,126.1,22L,229,1242,3,33.27297,-111.804021,33.274469,-111.802104,33.274314,-111.801945,33.265803,-111.814247,33.265648,-111.814089,33.2700585,-111.8080963
10068,,CHD,CHANDLER MUNICIPAL,CHANDLER,AZ,33.27,-111.81,1242,126.1,4R,49,1240,3,33.267111,-111.812228,33.274469,-111.802104,33.274314,-111.801945,33.265803,-111.814247,33.265648,-111.814089,33.2700585,-111.8080963
10068,,CHD,CHANDLER MUNICIPAL,CHANDLER,AZ,33.27,-111.81,1242,126.1,22R,229,1242,3,33.270594,-111.810883,33.272024,-111.809066,33.271869,-111.808908,33.264192,-111.820035,33.264038,-111.819878,33.26803075,-111.8144718
10068,,CHD,CHANDLER MUNICIPAL,CHANDLER,AZ,33.27,-111.81,1242,126.1,4L,49,1242,3.5,33.265468,-111.818066,33.272024,-111.809066,33.271869,-111.808908,33.264192,-111.820035,33.264038,-111.819878,33.26803075,-111.8144718
15021,,P08,Coolidge Municipal,Coolidge,AZ,32.933,-111.426,1587,123.075,23,240,1574,3,32.940081,-111.422086,32.941412,-111.419809,32.941062,-111.419558,32.933826,-111.435537,32.933459,-111.435291,32.93743975,-111.4275488
15021,,P08,Coolidge Municipal,Coolidge,AZ,32.933,-111.426,1587,123.075,5,60,164,3,32.934696,-111.433256,32.941412,-111.419809,32.941062,-111.419558,32.933826,-111.435537,32.933459,-111.435291,32.93743975,-111.4275488
15021,,P08,Coolidge Municipal,Coolidge,AZ,32.933,-111.426,1587,123.075,35,0,1587,NA,NA,NA,32.93931,-111.425051,32.939309,-111.42481,32.928654,-111.425097,32.928633,-111.424858,32.9339765,-111.424954
15021,,P08,Coolidge Municipal,Coolidge,AZ,32.933,-111.426,1587,123.075,17,180,1587,NA,NA,NA,32.93931,-111.425051,32.939309,-111.42481,32.928654,-111.425097,32.928633,-111.424858,32.9339765,-111.424954
10782,,E63,GILA BEND MUNI,GILA BEND,AZ,32.958333,-112.67833,778,122.8,22,238.04,778,3,32.962797,-112.668715,32.964072,-112.666567,32.9639,-112.666434,32.956386,-112.680871,32.956223,-112.680739,32.96014525,-112.6736528
10782,,E63,GILA BEND MUNI,GILA BEND,AZ,32.958333,-112.67833,778,122.8,4,58.04,778,3,32.957379,-112.678803,32.964072,-112.666567,32.9639,-112.666434,32.956386,-112.680871,32.956223,-112.680739,32.96014525,-112.6736528
11603,,HII,LAKE HAVASU CITY,LAKE HAVASU CITY,AZ,34.568333,-114.35667,783,122.7,14,149,759,3.5,34.578536,-114.363527,34.580533,-114.365136,34.580671,-114.364852,34.561569,-114.351705,34.561707,-114.351421,34.57112,-114.3582785
11603,,HII,LAKE HAVASU CITY,LAKE HAVASU CITY,AZ,34.568333,-114.35667,783,122.7,32,329,783,3,34.563539,-114.352912,34.580533,-114.365136,34.580671,-114.364852,34.561569,-114.351705,34.561707,-114.351421,34.57112,-114.3582785
14971,,OLS,Nogales International,Nogales,AZ,31.42,-110.85,3932,,3,46,3932,3,31.421083,-110.843808,31.422916,-110.841784,31.422723,-110.841576,31.410974,-110.856355,31.41079,-110.85615,31.41685075,-110.8489663
14971,,OLS,Nogales International,Nogales,AZ,31.42,-110.85,3932,,21,226,3932,4,31.411999,-110.8549,31.422916,-110.841784,31.422723,-110.841576,31.410974,-110.856355,31.41079,-110.85615,31.41685075,-110.8489663
14308,,MZJ,PINAL AIRPARK,MARANA,AZ,32.51,-111.32833,1891,123.05,30,314,1891,NA,NA,NA,32.516325,-111.333466,32.516652,-111.333083,32.502995,-111.317631,32.503374,-111.317208,32.5098365,-111.325347
14308,,MZJ,PINAL AIRPARK,MARANA,AZ,32.51,-111.32833,1891,123.05,12,134,1891,NA,NA,NA,32.516325,-111.333466,32.516652,-111.333083,32.502995,-111.317631,32.503374,-111.317208,32.5098365,-111.325347
15197,,RYN,RYAN FIELD,TUCSON,AZ,32.14,-111.17,2415,125.8,6L,70,2415,NA,NA,NA,32.145852,-111.167634,32.145662,-111.167555,32.141317,-111.182535,32.141127,-111.182457,32.1434895,-111.1750453
15197,,RYN,RYAN FIELD,TUCSON,AZ,32.14,-111.17,2415,125.8,24R,250,2415,NA,NA,NA,32.145852,-111.167634,32.145662,-111.167555,32.141317,-111.182535,32.141127,-111.182457,32.1434895,-111.1750453
15197,,RYN,RYAN FIELD,TUCSON,AZ,32.14,-111.17,2415,125.8,6R,70,2415,NA,NA,NA,32.145335,-111.162615,32.145144,-111.162534,32.140248,-111.179336,32.14006,-111.179255,32.14269675,-111.170935
15197,,RYN,RYAN FIELD,TUCSON,AZ,32.14,-111.17,2415,125.8,24L,250,2415,3,32.14477,-111.164116,32.145335,-111.162615,32.145144,-111.162534,32.140248,-111.179336,32.14006,-111.179255,32.14269675,-111.170935
15197,,RYN,RYAN FIELD,TUCSON,AZ,32.14,-111.17,2415,125.8,33,347,2415,NA,NA,NA,32.145362,-111.180517,32.145414,-111.180247,32.134563,-111.177812,32.134617,-111.177513,32.139989,-111.1790223
15197,,RYN,RYAN FIELD,TUCSON,AZ,32.14,-111.17,2415,125.8,15,167,2415,NA,NA,NA,32.145362,-111.180517,32.145414,-111.180247,32.134563,-111.177812,32.134617,-111.177513,32.139989,-111.1790223
15230,,SAD,Safford Municipal,Safford,AZ,32.86,-109.64,3176,CTAF 122,30,315,3167,3,32.848459,-109.630161,32.858605,-109.642247,32.858793,-109.64202,32.846856,-109.628514,32.847044,-109.628282,32.8528245,-109.6352658
15230,,SAD,Safford Municipal,Safford,AZ,32.86,-109.64,3176,CTAF 122,12,135,3167,3,32.857233,-109.640421,32.858605,-109.642247,32.858793,-109.64202,32.846856,-109.628514,32.847044,-109.628282,32.8528245,-109.6352658
15230,,SAD,Safford Municipal,Safford,AZ,32.86,-109.64,3176,CTAF 122,8,90,3179,3,32.854015,-109.640192,32.854041,-109.627056,32.853835,-109.627063,32.854162,-109.642684,32.853904,-109.642684,32.8539855,-109.6348718
15230,,SAD,Safford Municipal,Safford,AZ,32.86,-109.64,3176,CTAF 122,26,270,3179,3,32.853955,-109.629525,32.854041,-109.627056,32.853835,-109.627063,32.854162,-109.642684,32.853904,-109.642684,32.8539855,-109.6348718
15416,,TUS,Tucson International,Tucson,AZ,32.11,-110.94,2641,118.3/11,11L,135,2599,3,32.120963,-110.945096,32.123226,-110.948088,32.123514,-110.947749,32.101848,-110.923007,32.102135,-110.922671,32.11268075,-110.9353788
15416,,TUS,Tucson International,Tucson,AZ,32.11,-110.94,2641,118.3/11,29R,315,2643,3,32.105301,-110.926719,32.123226,-110.948088,32.123514,-110.947749,32.101848,-110.923007,32.102135,-110.922671,32.11268075,-110.9353788
15416,,TUS,Tucson International,Tucson,AZ,32.11,-110.94,2641,118.3/11,11R,135,2605,3,32.117877,-110.944694,32.119289,-110.946513,32.119425,-110.946352,32.105705,-110.930573,32.105843,-110.930412,32.1125655,-110.9384625
15416,,TUS,Tucson International,Tucson,AZ,32.11,-110.94,2641,118.3/11,29L,315,2629,NA,NA,NA,32.119289,-110.946513,32.119425,-110.946352,32.105705,-110.930573,32.105843,-110.930412,32.1125655,-110.9384625
15416,,TUS,Tucson International,Tucson,AZ,32.11,-110.94,2641,118.3/11,3,45,2572,NA,NA,NA,32.130906,-110.943227,32.130616,-110.94289,32.11898,-110.957247,32.118698,-110.956913,32.1248,-110.9500693
15416,,TUS,Tucson International,Tucson,AZ,32.11,-110.94,2641,118.3/11,21,225,2573,3,32.128837,-110.945324,32.130906,-110.943227,32.130616,-110.94289,32.11898,-110.957247,32.118698,-110.956913,32.1248,-110.9500693
