OrigOrder,PriorityOrder,Airport_Code,Airport Name,City,State_Code,Latitude,Longitude,Elevation_FT,Tower Freq,Runway,RwyHdg,TDZE,VasiGS,VasiBoxLat,VasiBoxLong,NwLat,NwLong,NeLat,NeLong,SwLat,SwLong,SeLat,SeLong,CenterLat,CenterLong
12379,,JMS,JAMESTOWN MUNI,JAMESTOWN,ND,46.929722,-98.678194,1498,123,4,45,1496,3,46.925276,46.925276,46.935787,-98.670604,46.935641,-98.670391,46.924573,-98.686774,46.924427,46.924427,46.930107,-62.2758355
12379,,JMS,JAMESTOWN MUNI,JAMESTOWN,ND,46.929722,-98.678194,1498,123,22,225,1500,3,46.934932,-98.671623,46.935787,-98.670604,46.935641,-98.670391,46.924573,-98.686774,46.924427,46.924427,46.930107,-62.2758355
10726,,DVL,DEVILS LAKE MUNI,DEVILS LAKE,ND,48.114583,-98.908333,1470,122.8,13,138,1470,3,48.122107,-98.917045,48.124052,-98.919928,48.124234,-98.919621,48.111004,-98.902417,48.111186,-98.902113,48.117619,-98.91101975
10726,,DVL,DEVILS LAKE MUNI,DEVILS LAKE,ND,48.114583,-98.908333,1470,122.8,31,318,1443,3,48.112832,-98.904602,48.124052,-98.919928,48.124234,-98.919621,48.111004,-98.902417,48.111186,-98.902113,48.117619,-98.91101975
10726,,DVL,DEVILS LAKE MUNI,DEVILS LAKE,ND,48.114583,-98.908333,1470,122.8,3,45,1450,3,48.118316,-98.903663,48.119333,-98.902351,48.119188,-98.902134,48.110986,-98.914852,48.110838,-98.914636,48.11508625,-98.90849325
10726,,DVL,DEVILS LAKE MUNI,DEVILS LAKE,ND,48.114583,-98.908333,1470,122.8,21,225,1449,3,48.111888,-98.913287,48.119333,-98.902351,48.119188,-98.902134,48.110986,-98.914852,48.110838,-98.914636,48.11508625,-98.90849325
9615,,BAC,BARNES COUNTY MUNI,VALLEY CITY,ND,46.941185,-98.018018,1402,122.8,13,134,1402,3,46.946258,-98.020729,46.947334,-98.022574,46.947481,-98.022365,46.939332,-98.01048,46.939478,-98.010271,46.94340625,-98.0164225
9615,,BAC,BARNES COUNTY MUNI,VALLEY CITY,ND,46.941185,-98.018018,1402,122.8,31,314,1394,3,46.940358,-98.011819,46.947334,-98.022574,46.947481,-98.022365,46.939332,-98.01048,46.939478,-98.010271,46.94340625,-98.0164225
9752,,BWP,HARRY STERN,WAHPETON,ND,46.244294,-96.607156,968,123,15,156,968,3,46.248576,-96.609889,46.250565,-96.611332,46.250655,-96.611046,46.2378,-96.603111,46.23788,-96.602846,46.244225,-96.60708375
9752,,BWP,HARRY STERN,WAHPETON,ND,46.244294,-96.607156,968,123,31,336,968,3,46.239094,-96.603786,46.250565,-96.611332,46.250655,-96.611046,46.2378,-96.603111,46.23788,-96.602846,46.244225,-96.60708375
9667,,BIS,BISMARCK MUNI,BISMARCK,ND,46.772722,-100.74575,1661,118.3,13,138,1655,3,46.781744,-100.758851,46.783816,-100.762009,46.784092,-100.761564,46.766013,-100.738337,46.766289,-100.737898,46.7750525,-100.749952
9667,,BIS,BISMARCK MUNI,BISMARCK,ND,46.772722,-100.74575,1661,118.3,31,318,1645,3,46.768029,-100.74061,46.783816,-100.762009,46.784092,-100.761564,46.766013,-100.738337,46.766289,-100.737898,46.7750525,-100.749952
